title,publishedAt,channelTitle,description,category,tags,duration,live_content,view_count,likes,comment_count,subscriber_count,engagement_rate,total_view_count,channel_country
Haye Re Biye | Khadaan | Dev | Jisshu | Barkha | Abhijeet | June | Nilayan | Soojit | Surinder Films,2024-11-22T09:30:01Z,Surinder  Films,"“Haye Re Biye” is here to add love, laughter, and chaos to your wedding playlists. Let the celebrations begin with this fun-filled, peppy track!  

Listen  the full song: https://pdl.fanlink.tv/hayerebiye
 
#HayeReBiye #WeddingSong #Khadaan #outnow   


Song Credits🎼:
Music Director, Composition & Lyrics: Nilayan Chatterjee 
Singers: Abhijeet Bhattacharya, June Banerjee, Sudip Nandy

Music Team:
Music Arrangement & Programming : Pritish , Gourab Hom Chowdhury 
Mixing: Pritish, TAG institute, Mumbai
Mastering: Gethin John , Hafod Mastering, UK
Live Rhythms & Percussions Arranged & performed by Dipesh Varma
Additional Programmer : Pankaj Paul, Soumyadeep Das & Ishaan Mitra
Additional vocals: Hridaya Chatterjee, Hemosri Saha, Sudip Nandy,Soumyadeep Das & Nilayan Chatterjee 
Electric Guitars - Adil Rashid
Flute - Subhamoy Ghosh
Saxophone & Clarinet - Gopal Das
Sri Khol - Pritam Das
Chorus Vocals: Shreya Roychoudhury , Diya Jaggani, Tejus Srivastava, Sarang Gupta, Sudesh Gupta, Abhishek Pujari, Gurman Gill, Sparsh Gupta,Bhowmik Parmar,Mohit Gehlot, Akash Vipin, Aarohan Patela.
Vocals, Chorus Vocals, and Live Percussion recorded by Pritish at TAG institute, Mumbai.
Associate recordist: Vandan Gupta, Sarang Gupta
Recording Assistants: Suraj Borekar, Vasu Chauhan, Pratham Sheth, Yash Josh, Suv Om Soren, Rajuram, Tejus Srivastava, Debasish Mohanty
Additional Vocals, Saxophone & Flute Recorded by Soumyadeep Das,at Neo Ballad Studios , Kolkata.
Music Second Assistants: Soumyadeep Das, Sudip Nandy

Film Credits 🎥:
Story and Direction : Soojit Dutta (Rino)
Creative Director : Dev Adhikari
Starring : Dev | Jisshu U Sengupta | Barkha Bisht | Idhika Paul  | Anirban Chakrabarti | Sneha Bose
DOP : Shailesh Awashthi
Editor : MD. Kalam
Screenplay and Dialogues : Biswaroop Biswas and Soojit Dutta (Rino)
Sound designer: Anindit Roy & Adeep Singh Manki
Choreographer: Shankar Master
Associate Director: Toy Hazra
Executive Producer: Rammyanee Ghosh
Line Producer : Pritam Chowdhury
D.I Colorist : Debojyoti Ghosh (Editfx Studios)
Executive Producer (Surinder Films) : Sandeep Sathi
VFX : Surinder Films
VFX Supervisor (Surinder Films) : Tamal Roy (Delta)
Post Production, Content Management and Ops (Surinder Films) : Sourav Banerjee
Associate Producer(DEVPL): Sayantan Roy
DEVPL Team : Uttam Bhuniya(Set Supervisor), Rudra Banerjee (Post Production Head), Soumyajit Majumder(Creative Head), Ayishik Nandy(Social Media Head) 
Presenter : Surinder Singh and Gurupada Adhikari
Produced By : Nispal Singh and Dev Adhikari
Company : Surinder Films PVT. LTD and Dev Entertainment
Ventures

--------------


Subscribe: https://www.youtube.com/Surinderfilms
Like us on: https://www.facebook.com/Surinderfilms
Follow us on: https://www.twitter.com/Surinderfilms
Follow us on: https://www.instagram.com/surinderfilms",Entertainment,"""bengali cinema|bengali movies|bengali songs|tollywood movie""",4.05,none,1061061,44401,5218,5930000,0.04676357,3450600179.0,IN
Franklin Using Magical Painting To Become Biggest Gang Leader In Gta 5!,2024-11-25T05:21:55Z,Krishna Flight,"YOU ARE  WATCHING KRISHNA FLIGHT...........
Franklin Using Magical Painting To Become Biggest Gang Leader In Gta 5!
_____________________________________________________________
INSTAGRAM :-https://www.instagram.com/flightgamer_real
------------------------------------------------------------------------------------------------
TWITTER :-https://twitter.com/flightgamer22
_____________________________________________________________
So guys i hope you like this video so plz.. plz.. hit a like button and plz.. share this video everywhere and smash Subscribe button....and press the bell icon...

THANK YOU FOR WATCHING.
#shinchangta5
#gta5mods
#modsgta5",Gaming,"""gta|gta 5|gta v|techno gamerz|gta 5 gameplay|gta v gameplay|flight gamer|krishna flight|super car|gta v chop|franklin gta 5|chop magical drawing|strong chop|Franklin Using Magical Painting To Become Biggest Gang Leader In Gta 5|franklin|franklin cartoon|supercar|car|booster car|chop|gta 6|GTA VI|franklin video|granny|granny gta v|granny gta v game|granny gta|granny gta 5|gta 5 granny|gta v granny|Gang Leader In Gta 5|franklin gang|gta 4""",11.8,none,124306,1858,214,1150000,0.016668544,226850897.0,IN
Hand Gripper Squeeze ചെയ്താൽ 10000 രൂപ,2024-11-23T07:30:06Z,Arjun MP Shorts,"odoo link: https://www.odoo.com/r/arjun

Instagram 
JMP28 : https://www.instagram.com/jmp__28
Arjun MP :https://www.instagram.com/mparjun13",Entertainment,"""Giving money malayalam|helping people|making people happy""",15.2,none,292743,12318,500,2170000,0.043785846,402898315.0,IN
கொஞ்ச நேரத்துல உயிரே போய்டுச்சு 😰🤯 | Theni Series | Ep - 04 | Vj Siddhu Vlogs,2024-11-24T04:30:07Z,Vj Siddhu Vlogs,"For Business inquiries please contact us :7200571056
Gmail : vjsidduvlogsadv@gmail.com 

#vjsiddhuvlogs #funvlogs #theni #thenivlogs #theniseries #friendmarriage #episode4

___________________________________

Follow My Social Media Pages 

Facebook :- https://www.facebook.com/siddhuvideos?mibextid=LQQJ4d
Instagram :- https://www.instagram.com/vjsiddhu_official/?igshid=OGQ5ZDc2ODk2ZA%3D%3D
Page Instagram :- https://www.instagram.com/vjsiddhu_vlogs/?igshid=MmIzYWVlNDQ5Yg%3D%3D

___________________________________

In Association with DIVO - Digital Partner
Website - http://web.divo.in/
Instagram - https://www.instagram.com/divomovies/
Facebook - http://www.facebook.com/divomovies
Twitter - https://twitter.com/divomovies",People & Blogs,"""Vj Siddhu Vlogs|Vj Siddhu Vlogs Youtube channel|Vj Siddhu Vlogs channel|Siddhu|Siddhu vlogs|Siddhu channel|Vj Siddhu channel|Vj Siddhu|Siddhu latest videos|Vj Siddhu Vlogs latest|Vlogs|Vlog|fun panrom vlogs|sidhu vlogs|siddhu vlogs|vj siddhu prank|marriage|marriage vlog|vj siddhu new video|harshath khan|marriage vlog vj siddhu|settaisheriff|theni vlogs|vj siddhu latest video|vj siddhu theni vlogs|vj siddhu theni video|vj siddhu theni series""",13.23,none,2313797,176049,1762,3680000,0.076848142,770606263.0,IN
#Video | जान के जवानी | Jaan Ke Jawani | Khesari Lal Yadav ft.Usha Upreti | New Bhojpuri Song,2024-11-23T01:30:07Z,Saregama Hum Bhojpuri,"देखि ट्रेंडिंग स्टार खेसारी लाल यादव के एगो नया धमाका ""जाना के जवानी"" बहुत ही रोमांस भरल अंदाज़ में और साथ ही एह गाना के खूब प्यार और आशीर्वाद दी जा।

Subscribe to our channel for more Bhojpuri Songs:
https://youtube.com/c/SaregamaHumBhojpuri

Credits:-

Song Name - Jaan Ke Jawani
Hindi - जान के जवानी
Singer - Khesari Lal Yadav & Khushi Kakkar
Feat - Khesari Lal Yadav, Usha Upreti
Film Name:- Rajaram
Film Director:- Parag Patil
Lyrics - Akhilesh Kashyap
Music  - Krishna Bedardi and Arya Sharma
Choreographer : Ramji Lamichhane
Asst Choreographer : Deep CK , Rekisha Khatri
Learn to sing in Sur with AI Powered Personal Music Teacher- Padhanisa by Saregama. Download Padhanisa App now; https://sarega.ma/padhanisa

Follow us on:
Facebook: https://bit.ly/3FxwPgo 
Instagram: https://bit.ly/32rkJqM
X: @saregamaglobal 

Label:: Saregama India Limited, A RPSG Group Company

#khesarilalyadav 
#Jaankejawani
#rajaram 
#humbhojpuri",Music,"""jaan ke jawani|khesari lal yadav|जान के जवानी|Khesari Lal Yadav|khushi kakkar|Rajaram|Usha Upreti|khesari lal new song|khesari lal|khesari lal new song 2024|chocolatey sadiya khesari lal yadav|khesari lal yadav new song|khesari lal ka gana bhojpuri|khesari lal yadav ka new song|chumma vicky vidya ka woh wala video|new bhojpuri song|naya bhojpuri gaana|top songs bhojpuri|jaan ke jawani khesari lal|jawani ki jaan movie|meri jaan ke balam jawani""",3.73,none,2430102,97510,5621,15900000,0.042438959,6503236918.0,IN
India Best In The World | Caught Behind,2024-11-25T12:40:52Z,Caught Behind,"#caughtbehind  #Cricketlove #cricketupdates #rashidlatif 

All about cricket analysis, expert opinions and match reviews by Rashid Latif and other cricketers

All content on this channel is subject to copyrights and use of this content on any media platform is an infringement. Content cannot be reproduced without prior written permission on the below email address.

This Channel is managed, marketed by HASHTAG (biz@hashtag.com.pk)",Sports,"""india vs australia match highlights|pakistan vs Zimbabwe match hightlights|india batting|india bowling|australia batting|today match highlights|today cricket update|virat Kohli batting|ind vs aud match|pak vs zim match|india in test match|Travis Head batting|BORDER-GAVASKAR TROPHY|Bumrah bowling|muhammad siraj bowling|Mitchell Marsh batting|aus batting""",22.7,none,199757,3696,367,406000,0.020339713,147696275.0,AE
IPL 2025 Mega Auction All Sold Players Price And Team | IPL Auction 2025 First Day Sold Player List.,2024-11-25T01:30:22Z,Cricket SuperFans,"IPL 2025 Mega Auction All Sold Players Price And Team | IPL Auction 2025 First Day Sold Player List.


Telegram Channel 👇
https://telegram.me/Cricket_SuperFans



Join My Whatsapp Channel 👇
https://whatsapp.com/channel/0029Va5EN899MF95L9zeCP42


Instagram page 👇👇
https://instagram.com/cricketrafi

Facebook page 👇👇
https://m.facebook.com/cricketrafii/

Twitter Page👇
https://twitter.com/cricketrafi


Ipl 2025 Mega Auction, Ipl auction 2025, ipl 2025 auction, ipl 2025 mega auction 1st day all sold players, ipl 2025 auction all sold player list, ipl 2025 mega auction all player list, ipl 2025 all players Price and team, ipl 2025 all players new team, Glenn Maxwell Price 2025, Venkatesh Iyer Price 2025, Ishan Kishan In SRH, Ishan Kishan Price, Jofra Archer, Trent Boult In Mi, Phill Salt In RCB, Ipl 2025, tata ipl 2025, player price, ipl 2025 mega auction player name price and team,
Ipl 2025 mega auction Live, ipl 2025 auction Live, ipl auction Live, ipl 2025 mega auction sold player list, ipl 2025 mega auction me bikne wale Khiladi, ipl 2025 Sold player list, ipl 2025 mega auction all players Price and team, ipl 2025 all sold player list, ipl 2025 all Unsold players, Rishabh Pant price, Shreyas Iyer Price, KL Rahul Price, Rishabh Pant In LSG, Kl Rahul In DC, Shreyas Iyer In PBKS, Yuzi Chahal Price and team, Ipl auction Player price, Livam Livingston In RCB, M Siraj, Shami, Mitchell Starc In DC, Mitchell Starc Price ipl 2025, 

Gujarat Titans, Lucknow Super Giants, Sunrisers Hyderabad, Mumbai Indians, Rajasthan Royals, Delhi Capitals, Chennai Super Kings, Punjab Kings, Kolkata Knight Riders, Royal Challengers Bengaluru, Indian Premier League, Ipl,
GT, LSG, SRH, MI, RR, DC, CSK, PBKS, KKR, RCB,


Cricket SuperFans as the name suggests, is all about Cricket. You can find all the latest Cricket news from around the world here. 

#CricketSuperfans #Cricket #ipl #tataipl #teamindia #cricketnews #indiateam #indiacricket",Sports,"""Ipl 2025 Mega Auction|Ipl auction 2025|ipl 2025 auction|ipl 2025 mega auction 1st day all sold players|ipl 2025 auction all sold player list|ipl 2025 mega auction all player list|ipl 2025 all players Price and team|ipl 2025 all players new team|Glenn Maxwell Price 2025|Venkatesh Iyer Price 2025|Ishan Kishan In SRH|Ishan Kishan Price|Jofra Archer|Trent Boult In Mi|Phill Salt In RCB|Ipl 2025|tata ipl 2025|ipl 2025 mega auction player name price and team""",10.18,none,150548,3743,106,2060000,0.025566597,200847880.0,IN
"Mangal Lakshmi NEW PROMO: Mangal Ne Party Mein Lagaayi Aag, Adit Hua Impress, Sowmya Jealous",2024-11-26T16:03:50Z,Telly Tashan,"Mangal Lakshmi NEW PROMO: Mangal Ne Party Mein Lagaayi Aag, Adit Hua Impress, Sowmya Jealous

📢 SPONSORSHIP & COLLABORATION
Interested in collaborating with us or sponsoring a video? We're always open to new partnerships! For business inquiries and sponsorship opportunities, please contact us at:

✉️ Email: sponsorship@sanskrati.in
💼 For Sponsorships: social.sanskrati.in
📞 Contact Number: 8356967009
________________________________________
🌐 CONNECT WITH US ON SOCIAL MEDIA
Stay updated with our latest content, behind-the-scenes moments, and more by following us on social media:

📰 News Site: https://tellytashan.com/
💬 WhatsApp Channel: https://whatsapp.com/channel/0029VaAJlamEquiIRb4jY32C
📷 Instagram: https://www.instagram.com/tellytashan/
👍 Facebook: https://www.facebook.com/tellytashan
🐦 X (formerly Twitter): https://x.com/tellytashan
📌 Pinterest: https://in.pinterest.com/tellytashan/

Welcome to Telly Tashan, your ultimate destination for all the latest updates from the Indian television industry! Don't miss out on the excitement – subscribe now and let's embark on this thrilling journey together! 🌟

#TellyTashan #TellyGossips #TellyNews",Entertainment,"""telly tashan|telly updates|telly gossips|telly news in hindi|telly tashan news""",1.0,none,660406,7062,81,1740000,0.010816074,114471308.0,IN
Neetu ne Sunayi Khushkhabri | Papa mummy Emotional Ho Gaye,2024-11-26T02:30:32Z,Lakhneet Vlogs,"Neetu entered the room with a glowing smile, her eyes sparkling with excitement. “Maaji, Papaji, I have some good news to share!” she said, her voice trembling with emotion. Her in-laws looked at her expectantly, and as she revealed the news, their eyes welled up with tears. Overcome with emotion, they embraced her warmly, their hearts brimming with gratitude and joy for the happiness she had brought into their lives.

NETOSE - https://netose.in

Prank on lakhan 
lakhneet prank
Rajasthan
jodhpur
neetu lakhan prank
Lakhneet vlogs
lakhneet bts
bts challenge
Lakhneet parents
Lakhneet vlogs latest
Lakhneet vlogs today
Lakhneet 
Lakhneet baby
Snappy girl
Sapna chaudhary
neetu bisht family
home tour
lakhne home tour
prank
bhammu pie
pranks
lakhneet vlogs
haldi
haldi ceremony
rubi didi wedding
neetu bisht wedding vlogs
neetu ki family
lakhan neetu comedy
neetu comedy
neetu vlogs
kirti ki shadi
Family Function
Wedding
Love 
baby entertainment
Bride
neetu bisht videos
Family vlog
Lifestyle vlog
Vlog
Vlogs
Lakhneet
Lakhneet vlogs
Neetu bisht
Neetu Bisht Rawat
Funny Vlog
Funny Vlogs
Study
Family
home
Face reveal
#vlog #lakhneet #neetubisht
#BabyNaamkaran #FamilyCelebration #NewBeginnings #LakhneetVlogs
lakhneet vlogs - neetu bisht - daily vlogs - family vlogs - lifestyle vlogs - neetu bisht vlogs - neetu bisht family 
#neetubisht
 family
#vlogs #LakhneetVlogs
#SnappyGirls

#FamilyFun
#HouseTour
#ComedyVlogs
#DailyVlogs
#YouTubeIndia
#VlogLife
#lakhneet
#vlog
#vlogs
trending

Lakhneet family vlogs
Snappy Girls visit Lakhneet
new neighbor vlog
Gym
moving into new society
funny family moments
Uttarakhand 
Sapna Choudhary and Lakhneet
society shift vlog
Nanda devi temple
Neetu and Lakhan daily life
house tour video
Nainital
https://www.facebook.com/oyelakhneet
neetu bisht father
travel vlog
Engagement 
hindi vlogs
daily vlogger
funny vlogs
family videos
travel vlogs
Prank 
funny
Saying yes
24 hour 
Challenge",People & Blogs,"""lakhneet vlogs|neetu bisht vlogs|sourav joshi vlogs|neetu bisht|family vlogs|daily vlog|lakhneet vlogs new|new vlog|travel vlog|lakhneet|family vlog|neetu|suyash vlog|family|wedding|trending|Neetu|travel vlogs|lakhan Rawat|lakhan Arjun rawat|Deepika ki duniya|bhammu ki duniya|Sourav Joshi Vlogs|LOL (Life of Limbachiyaa’s)|prank|Kirti|Vlogs|lakhneet home tour|Lakhneet vlogs latest|lakhneet vlogs today|snappy girl|Wedding|bhammu pie|vlog""",27.65,none,989620,37799,4250,10900000,0.042490047,5959941566.0,IN
Bittu ਦੇ ‘ਰਾਜਾ ਦੀ ਰਾਣੀ’ ਵਾਲੇ ਬਿਆਨ ’ਤੇ ਭਖ਼ਿਆ ਮਾਹੌਲ | ਭੜਕਿਆ ਰਾਜਾ ਵੜਿੰਗ,2024-11-24T16:55:26Z,Gabruu,"ਬਿੱਟੂ ਦੇ ‘ਰਾਜਾ ਦੀ ਰਾਣੀ’ ਵਾਲੇ ਬਿਆਨ ’ਤੇ ਭਖ਼ਿਆ ਮਾਹੌਲ
ਸੁਣੋ ਕਿਵੇਂ ਭੜਕਿਆ ਰਾਜਾ ਵੜਿੰਗ, ਬਿੱਟੂ ਨੂੰ ਕਹਿ ਤਾ ਮੰਦਬੁੱਧੀ!
#bittu #rajawarring #politics #live #viral #like #share #comment 
#gabruunews #news 

Get notified about our Latest update by Clicking the Bell Icon 🔔

------------------------------------------------------------------------------------------------------
Stay Tuned With  @Gabruu  
------------------------------------------------------------------------------------------------------

Visit Us on :- OUR SOCIAL MEDIA NETWORK
Website: https://www.gabruu.com
Facebook: https://www.facebook.com/GABRUUOFFICIAL
Twitter: https://www.twitter.com/GABRUUOFFICIAL
Instagram: https://www.instagram.com/GABRUUOFFICIAL",News & Politics,"""Gabruu.com|Latest update|latest interview|punjab Film update|pollywood|punjab news|live punjabi news|latest punjabi news|live news|gabruu news|gabruu live news|live news punjab|political updates|political news updates|punjab live news|punjab news trends|regional news|majha news|malwa news|doaba news|sikh news|bollywood news|trending bollywood|hot news punjab|international news""",11.58,none,66645,537,12,428000,0.008237677,83323126.0,IN
RUDHIRAM TEASER  | Raj B Shetty | Aparna Balamurali | Jisho Lon Antony | VS LALAN,2024-11-24T12:30:07Z,123Musix,"Secrets hide in the shadows—nothing is as it seems. Look closer... the truth is almost here. Are you ready to uncover it?

RUDHIRAM 

Starring - Raj B. Shetty , Aparna Bala Murali

Presented by: Gokulam Gopalan, Sree Gokulam Movies

Writer & Director: Jisho Lon Antony

Produced by: VS Lalan

Banner: Rising Sun Studios

Co-Produced by: Sheela Lalan

Director of Photography: Sajad Kaakku

Editor: Bavan Sreekumar

Music: 4Musics

Director of Audiography: Ganesh Marar

Co-writer: Joseph Kiran George

Art Director: Syam Karthikeyan

Makeup: Sudhi Surendran

Costume Designer: Dhanya Balakrishnan

VFX Supervisor: Anandh Shanker

Lyrics : Eldhose Alias & Biby Mathew

Singers : Rony Philip ,Dhaliya Navaz

Action Choreography: Chethan D’Souza, Run Ravi, Robin Tom 

Executive Producers: Sruthy Lalan, Nidhi Lalan, Vincent Alappat

Chief Associate Director: Chris Thomas Mavely

Associate Director: Jomon K. Joseph

Visual Promotions: Don Max

Casting Director: Alan Prak

Music Partner: 123 Musix

Stills: Reni

Post-production Coordinator: Balu Narayanan

Production Controller: Richard

Creative Producer: Shabeer P

PRO: Pratheesh Sekhar

Colorist: Bilal Rasheed (24SE7EN STUDIOS )

VFX Studio: Coconut Bunch Creations

Digital Promotions: Snakeplant

Publicity Designs: Yellow Tooths

Distribution: Sree Gokulam Movies through  Dream Big Films


#Rudhiram #TheAxeForgetsTheTreeRemembers #RajBShetty #AparnaBalamurali #SurvivalThriller #MalayalamCinema #KannadaCinema #TamilCinema #TeluguCinema #RevengeDrama #4Musics #JishoLonAntony #RisingSunStudios #DreamBigFilms #SreeGokulamMovies #teaseroutnow  #watchnow 

Music Label: 123 Musix Entertainments Pvt Ltd

Don’t forget to like, subscribe, and share our channel with your friends. This way we can keep bringing you even more videos.

► Subscribe Us: https://bit.ly/Subscribe123Musix
► Like us on Facebook: https://bit.ly/Like123Musix
► Like us on Instagram: https://bit.ly/Follow123Musix
► Follow us on X: https://bit.ly/Follow123MusixOnX


|| ANTI-PIRACY WARNING ||

This content is Copyrighted to 123Musix Entertainments Private Limited. Any unauthorized reproduction, redistribution, or re-upload is strictly prohibited. Legal action will be taken against those who violate the copyright of the same.",Music,"""rudhiram teaser|rudhiram malayalam movie|aparna bala murali new movie trailer|aparna balamurali new movie teaser|aparna balamurali new movie|rudhiram movie aparna balamurali|aparna balamurali movies|aparna balamurali|raj b shetty new movie|raj b shetty malayalam movie|rakshit shetty new movie|new malayalam action movies|raj b shetty next movie|raj b shetty malayalam|2024 malayalam movies|latest malayalam movies|latest 2024 malayalam movies""",1.73,none,204569,6733,244,850000,0.034105852,672843668.0,IN
Bengal vs Punjab Challenge 😍,2024-11-22T08:52:42Z,Wanderers Hub,"In today's video I exchanged my life with Nilanjana Dhar. She transformed me into a Bengali girl and I gave her a punjabi makeover.

Also watch Nilu's video - https://www.youtube.com/watch?v=mHxRixxPnnI

SUBSCRIBE!!! . . 
Read my travel stories: https://www.wanderershub.com/ 

Facebook - https://www.facebook.com/WHtravel/ 
Twitter - https://twitter.com/HubWanderers 
Instagram - https://www.instagram.com/wanderershub/ 
Pinterest - https://in.pinterest.com/WandererHub/ 
.
.
About Me ► My name is Prerna Malhan. I'm from Delhi and I'm a WRITER. Now I am pursuing Youtube full-time. I make entertainment and travel videos on this channel. Thanks for reading.",People & Blogs,"""wanderers hub|challenges|VLOGS|comedy|entertainment|hindi vlog|bengal|bengali|bengali saree|i became bengali|bangal vs punjab|bengal vs punjab|bengali vs punjabi|state challenge|challenge|i transformed into bengali|i became bengali girl|draping bengali saree|wore bengali saree|howrah bridge""",20.88,none,2583779,87987,5593,9400000,0.036218268,3000242640.0,IN
Visiting my ancestors palace I Kukra Estate I Jannat Zubair ❤️,2024-11-26T12:05:56Z,Jannat Zubair Rahmani,"It is so much fun to know about your ancestors an the good works they have done ❤️

Check out the video to know More, Also Subscribe our channel to watch more Interesting Videos.
#JannatZubairRahmani  #Jannat  #Video",Howto & Style,"""phool kanwar|jannat zubair rahmani|jannat zubair rahmani dance|jannat zubair rahmani ghar ghar""",15.75,none,146875,5637,360,6360000,0.040830638,1421525345.0,IN
"Vennilavu Saaral - Video Song | Amaran | Sivakarthikeyan, Sai Pallavi | GV Prakash | Rajkumar",2024-11-20T12:30:07Z,Saregama Tamil,"For more latest songs & videos, subscribe 👉 https://bit.ly/Saregama_Tamil

Here's the lovely video song ""Vennilavu Saaral"" from 'Amaran' starring Sivakarthikeyan, Sai Pallavi and others. Directed by Rajkumar Periasamy. A G V Prakash Musical!

Song Credits:-
Vennilavu Saaral
Singers : Kapil Kapilan, Rakshita Suresh
Lyrics - Yugabharathi
Programmer : Aswin Sathya 
Additional Programming : Narendar S
Saz, Mandolin : Akash S Menon
Female Chorus : Punnya Pradeep, Swetha Ashok, Jerine Anna, Neethusha AC
Recorded at Audiogene Sound Studio & SKR Studio
Recording Engineers : Shiju Ediyatheril, Sanjai Arakkal, Sreerag Suresh
Kapil Kapilan Vocals recorded by Aswin George John at Sounds Right studio, Chennai 
Rakshita Suresh Vocals recorded by Lijesh Kumar TK at Voice and Vision studios , Chennai

Mixed and Mastered by Jehovahson Alghar, Divine labs 
Assistant Sound Engineer : Roopash Tiwari, Divine labs 
Divine labs Musicians Assistant : P Rajamurugan

Movie Credits:-
Starring: Sivakarthikeyan, Sai Pallavi
Written & Directed by: Rajkumar Periasamy
Banner: Raajkamal Films International & Sony Pictures International Productions
Produced by : Kamal Haasan, Sony Pictures International Productions, R. Mahendran
Co- Produced by: Vakil Khan (God Bless Entertainment)
Music: G V Prakash Kumar
Cinematographer: CH Sai
Action: Anbariv, Stefan Richter
Editor: R. Kalaivannan
Dance Choreography: Sherif
Production Design: Rajeevan
Costume designers: Amritha Ram, Sameera Saneesh, V. Sai
Make Up : Altaf Assu Mammoo, U K Sasikumar
Dialogue Writer: Rajkumar Periasamy
Stills: D.Narendran
Publicity Designer: Gopi Prasannaa
PRO: Diamond Babu & Sathish Kumar, Vamsi Shekar
Subtitles - Rekhs
Sound Designer: Sync Cinema
Sound Mixer : Kannan Ganpat
VFX: Spectre Post
DI: Pixel Light Studio
Executive Producer : M. Senthel
Associate Director: Naveen Senthilnathan
Digital Marketing : Magizh Mandram
Co Producer : S. Disney

Lyrics:-
M: Vennilavu saaral nee
Veesum kulir Kaathal nee
Aasai vanthu aasai theera
Aadukindra oonjal nee

W: kottum pani maayam nee
Kodai veyil saayam nee
Thulli vilaiyaadum anbil
Thoogaiyaagum kaalam nee

M: minnal mothum vaasal neeyae
Cellamaana meeral neeyae
Nejamae eangum thedal nee

M: Vennilavu saaral nee
Veesum kulir Kaathal nee

Charanam:
M: paathi neeyae en paathi neeyae
Neeyillaamal naanaethu kannae

W: Aathi neeyae en aayul neeyae
Aani verai neengathu mannae

M: engae irul endralum
Angae oli neethaanae

W: Kannaai Enai neeyae kaakka
Kanneeraiyum kaanaenae
Neenda thooram poona pothum
Neengumaa kaathalae

M: Vennilavu saaral nee
Veesum kulir Kaathal nee
Aasai vanthu aasai theera
Aadukindra oonjal nee

W: kottum pani maayam nee
Kodai veyil saayam nee
Thulli vilaiyaadum anbil
Thoogaiyaagum kaalam nee

M: minnal mothum vaasal neeyae
Sellamaana meeral neeyae
Nejamae eangum thedal nee

Label: Saregama India Limited, A RPSG Group Company

 
To buy Carvaan, visit https://www.saregama.com/carvaan/tamil
To buy virus free original tracks, visit  https://www.saregama.com/musicstore
Follow us on: YouTube: @saregamatamil
Facebook: http://www.facebook.com/Saregamatamil
X: https://twitter.com/saregamasouth

#SaiPallavi #Sivakarthikeyan #Amaran #SaregamaTamil",Music,"""Vennilavu Saaral|Vennilavu Saaral song|Vennilavu Saaral video|Vennilavu Saaral amaran|Kapil Kapilan|Rakshita Suresh|amaran|amaran movie|amaran sk movie|amaran sivakarthikeyan|sivakarthikeyan sai pallavi|g v prakash|amaran g v prakash|g v prakash songs|g v prakash music|g v prakash love songs|g v prakash love hits|g v prakash melodies|g v prakash flute music|major mukund story|sai pallavi dance|sai pallavi sivakarthikeyan|sivakathikeyan dance""",3.67,none,5230315,66861,1061,8220000,0.012986216,4432989533.0,IN
"Nayanthara & Vignesh Shivan’s STAR STUDDED Wedding Ceremony Ft. SRK, Rajinikanth✨❤️",2024-11-24T06:30:00Z,Netflix India,"A fairytale wedding, just like her life 🥹❤️

Watch Nayanthara: Beyond The Fairytale, only on Netflix!

Watch on Netflix: https://www.netflix.com/title/81611550

Follow Netflix India on:
Website: https://www.netflix.com/
YouTube: http://bit.ly/NetflixIndiaYT
Instagram: http://www.instagram.com/netflix_in
Facebook: http://www.facebook.com/NetflixIN
Twitter: http://twitter.com/netflixindia",Entertainment,"""nayanthara|nayanthara beyond the fairytale|nayanthara documentary|nayanthara documentary netflix|nayanthara documentary series|nayanthara documentary series netflix|nayanthara interview|nayanthara marriage|nayanthara marriage netflix|nayanthara movies|nayanthara netflix|nayanthara songs|nayanthara vignesh shivan|nayanthara vignesh shivan marriage|nayanthara wedding video|official trailer|vignesh shivan nayanthara""",3.48,none,782932,12152,498,25100000,0.016157214,10979946836.0,IN
Bigg Boss Telugu 8 | Day 85 - Promo 1 | Nomination Twist 😳 | Nagarjuna | Star Maa,2024-11-25T05:52:25Z,Star Maa,"🔔 Nomination Drama Unfolds! 🔔
The heat is on as contestants nominate their housemates based on gameplay and strategy. Who will face the consequences this week? Stay tuned for all the action! 😳
#BiggBossTelugu8 #StarMaa #Nagarjuna @Disneyplushotstartelugu
Follow us on 
Instagram:https://instagram.com/starmaa?igshid=Yzg5MTU1MDY=
Twitter: https://twitter.com/StarMaa?t=L_Dotp4sFWmuinHWfbr4bw&s=09
Facebook: https://www.facebook.com/maatv/",People & Blogs,"""star maa|maa tv serials|maa tv serials promo|star maa serials promo|guppedantha manasu serial today episode|nuvvu nenu prema serial today episode|malli serial telugu today episode|guppedantha manasu serial today episode full video|telugu serial|new serial promo|new episode|maatv|best serial telugu""",1.85,none,2075161,42458,7434,11300000,0.024042472,15224768852.0,IN
